## Created using https://www.youtube.com/watch?v=Y40Wy1guAiQ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"## Summary of mouse longevity data. David Ashbrook 2022, dashbroo@UTHSC.edu. Edited by Wyatt Kaiser 2023 wkaiser1@uthsc.edu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
## Data from replicable mouse populations,Title,Where mice maintained,First Author,Last Author,All authors,Year mice born,Year mice died,Year paper published,Paper type,Reason for looking,Main topic,Strain,Maternal strain,Paternal strain,Cross type,Sex,Age started,Age started (estimated approx. days),Intervention,Method,Diet,Day-night cycle,Lights on/lights off,Temperature,Humidity,Number of mice per cage (newly added) ,Pathogen free?,Individual data available,Individual data imputable from figures,Where data available?,mean,median,SE,SD,N,CV,IMR,MRDT,Minimum lifespan,Maximum lifespan,notes,url,DOI
,Lifespan and Aging Patterns,Jackson Laboratory,Russell,Russell,E. S. Russell,1960-62,,1966,Primary,Genetic interventions,Genetic interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,female,weaning,28,Control,bred female,Old Guilford pellets,,,,,2 to 5,Salmonella-free,,,,695,,9,89.54886934,99,0.128847294,,,,,bred female,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml
,Lifespan and Aging Patterns,Jackson Laboratory,Russell,Russell,E. S. Russell,1960-62,,1966,Primary,Genetic interventions,Genetic interventions,DBA/1J,DBA/1J,DBA/1J,Inbred,female,weaning,28,Control,bred female,Old Guilford pellets,,,,,2 to 5,Salmonella-free,,,,602,,13,93.74433316,52,0.155721484,,,,,bred female,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml
,Lifespan and Aging Patterns,Jackson Laboratory,Russell,Russell,E. S. Russell,1960-62,,1966,Primary,Genetic interventions,Genetic interventions,DBA/2J,DBA/2J,DBA/2J,Inbred,female,weaning,28,Control,bred female,Old Guilford pellets,,,,,2 to 5,Salmonella-free,,,,661,,11,88,64,0.133131619,,,,,bred female,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml
,Lifespan and Aging Patterns,Jackson Laboratory,Russell,Russell,E. S. Russell,1960-62,,1966,Primary,Genetic interventions,Genetic interventions,A/HeJ,A/HeJ,A/HeJ,Inbred,male,weaning,28,Control,,Purina Lab Chow,,,,,2 to 5,,,,,478,,7,121.2435565,300,0.253647608,,,,,,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml
,Lifespan and Aging Patterns,Jackson Laboratory,Russell,Russell,E. S. Russell,1960-62,,1966,Primary,Genetic interventions,Genetic interventions,A/J,A/J,A/J,Inbred,male,weaning,28,Control,,Purina Lab Chow,,,,,2 to 5,,,,,503,,11,138.7047223,159,0.275754915,,,,,,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml
,Lifespan and Aging Patterns,Jackson Laboratory,Russell,Russell,E. S. Russell,1960-62,,1966,Primary,Genetic interventions,Genetic interventions,AKR/J,AKR/J,AKR/J,Inbred,male,weaning,28,Control,,Purina Lab Chow,,,,,2 to 5,,,,,272,,5,69.64194139,194,0.256036549,,,,,,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml
,Lifespan and Aging Patterns,Jackson Laboratory,Russell,Russell,E. S. Russell,1960-62,,1966,Primary,Genetic interventions,Genetic interventions,BALB/cJ,BALB/cJ,BALB/cJ,Inbred,male,weaning,28,Control,,Purina Lab Chow,,,,,2 to 5,,,,,485,,9,146.7855579,266,0.302650635,,,,,,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml
,Lifespan and Aging Patterns,Jackson Laboratory,Russell,Russell,E. S. Russell,1960-62,,1966,Primary,Genetic interventions,Genetic interventions,C3H/J,C3H/J,C3H/J,Inbred,male,weaning,28,Control,,Purina Lab Chow,,,,,2 to 5,,,,,407,,7,143.6279917,421,0.352894329,,,,,,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml
,Lifespan and Aging Patterns,Jackson Laboratory,Russell,Russell,E. S. Russell,1960-62,,1966,Primary,Genetic interventions,Genetic interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,male,weaning,28,Control,,Purina Lab Chow,,,,,2 to 5,,,,,539,,7,147.8309846,446,0.274268988,,,,,,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml
,Lifespan and Aging Patterns,Jackson Laboratory,Russell,Russell,E. S. Russell,1960-62,,1966,Primary,Genetic interventions,Genetic interventions,C57BL/cdJ,C57BL/cdJ,C57BL/cdJ,Inbred,male,weaning,28,Control,,Purina Lab Chow,,,,,2 to 5,,,,,475,,13,151.6047493,136,0.319167893,,,,,,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml
,Lifespan and Aging Patterns,Jackson Laboratory,Russell,Russell,E. S. Russell,1960-62,,1966,Primary,Genetic interventions,Genetic interventions,C57L/J,C57L/J,C57L/J,Inbred,male,weaning,28,Control,,Purina Lab Chow,,,,,2 to 5,,,,,532,,13,146.5025597,127,0.275380751,,,,,,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml
,Lifespan and Aging Patterns,Jackson Laboratory,Russell,Russell,E. S. Russell,1960-62,,1966,Primary,Genetic interventions,Genetic interventions,DBA/1J,DBA/1J,DBA/1J,Inbred,male,weaning,28,Control,,Purina Lab Chow,,,,,2 to 5,,,,,438,,9,129.7998459,208,0.29634668,,,,,,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml
,Lifespan and Aging Patterns,Jackson Laboratory,Russell,Russell,E. S. Russell,1960-62,,1966,Primary,Genetic interventions,Genetic interventions,DBA/2J,DBA/2J,DBA/2J,Inbred,male,weaning,28,Control,,Purina Lab Chow,,,,,2 to 5,,,,,415,,9,140.2961154,243,0.338062929,,,,,,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml
,Lifespan and Aging Patterns,Jackson Laboratory,Russell,Russell,E. S. Russell,1954-1958,,1966,Primary,Genetic interventions,Genetic interventions,AKR/JxDBA/2JF1,AKR/J,DBA/2J,F1,female,weaning,28,Control,virgin female,Purina Lab Chow,,,,,5,,,,,544,,10,140.7124728,198,0.258662634,,,,,virgin female,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml
,Lifespan and Aging Patterns,Jackson Laboratory,Russell,Russell,E. S. Russell,1954-1958,,1966,Primary,Genetic interventions,Genetic interventions,C57BL/6JxA/JF1,C57BL/6J,A/J,F1,female,weaning,28,Control,virgin female,Purina Lab Chow,,,,,5,,,,,714,,14,194.9974359,194,0.273105652,,,,,virgin female,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml
,Lifespan and Aging Patterns,Jackson Laboratory,Russell,Russell,E. S. Russell,1954-1958,,1966,Primary,Genetic interventions,Genetic interventions,C57BR/cdJxC57BL/6JF1,C57BR/cdJ,C57BL/6J,F1,female,weaning,28,Control,virgin female,Purina Lab Chow,,,,,5,,,,,744,,17,187.7711373,122,0.252380561,,,,,virgin female,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml
,Lifespan and Aging Patterns,Jackson Laboratory,Russell,Russell,E. S. Russell,1954-1958,,1966,Primary,Genetic interventions,Genetic interventions,C57BL/6JxDBA/2JF1,C57BL/6J,DBA/2J,F1,female,weaning,28,Control,virgin female,Purina Lab Chow,,,,,5,,,,,729,,12,156.920362,171,0.215254269,,,,,virgin female,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml
,Lifespan and Aging Patterns,Jackson Laboratory,Russell,Russell,E. S. Russell,1954-1958,,1966,Primary,Genetic interventions,Genetic interventions,BALB/cJxA/JF1,BALB/cJ,A/J,F1,female,weaning,28,Control,virgin female,Purina Lab Chow,,,,,5,,,,,678,,11,158.6442561,208,0.233988578,,,,,virgin female,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml
,Lifespan and Aging Patterns,Jackson Laboratory,Russell,Russell,E. S. Russell,1954-1958,,1966,Primary,Genetic interventions,Genetic interventions,LP/JxA/JF1,LP/J,A/J,F1,female,weaning,28,Control,virgin female,Purina Lab Chow,,,,,5,,,,,725,,13,177.2963621,186,0.244546706,,,,,virgin female,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml
,Lifespan and Aging Patterns,Jackson Laboratory,Russell,Russell,E. S. Russell,1954-1958,,1966,Primary,Genetic interventions,Genetic interventions,AKR/JxDBA/2JF1,AKR/J,DBA/2J,F1,male,weaning,28,Control,,Purina Lab Chow,,,,,5,,,,,507,,11,150.4227376,187,0.29669179,,,,,,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml
,Lifespan and Aging Patterns,Jackson Laboratory,Russell,Russell,E. S. Russell,1954-1958,,1966,Primary,Genetic interventions,Genetic interventions,C57BL/6JxA/JF1,C57BL/6J,A/J,F1,male,weaning,28,Control,,Purina Lab Chow,,,,,5,,,,,673,,16,223.4278407,195,0.331987876,,,,,,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml
,Lifespan and Aging Patterns,Jackson Laboratory,Russell,Russell,E. S. Russell,1954-1958,,1966,Primary,Genetic interventions,Genetic interventions,C57BR/cdJxC57BL/6JF1,C57BR/cdJ,C57BL/6J,F1,male,weaning,28,Control,,Purina Lab Chow,,,,,5,,,,,692,,20,232.3790008,135,0.335807805,,,,,,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml
,Lifespan and Aging Patterns,Jackson Laboratory,Russell,Russell,E. S. Russell,1954-1958,,1966,Primary,Genetic interventions,Genetic interventions,C57BL/6JxDBA/2JF1,C57BL/6J,DBA/2J,F1,male,weaning,28,Control,,Purina Lab Chow,,,,,5,,,,,723,,12,151.7893277,160,0.209943745,,,,,,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml
,Lifespan and Aging Patterns,Jackson Laboratory,Russell,Russell,E. S. Russell,1954-1958,,1966,Primary,Genetic interventions,Genetic interventions,BALB/cJxA/JF1,BALB/cJ,A/J,F1,male,weaning,28,Control,,Purina Lab Chow,,,,,5,,,,,661,,11,160.5397147,213,0.242874001,,,,,,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml
,Lifespan and Aging Patterns,Jackson Laboratory,Russell,Russell,E. S. Russell,1954-1958,,1966,Primary,Genetic interventions,Genetic interventions,LP/JxA/JF1,LP/J,A/J,F1,male,weaning,28,Control,,Purina Lab Chow,,,,,5,,,,,704,,14,196,196,0.278409091,,,,,,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml,http://www.informatics.jax.org/greenbook/chapters/chapter26.shtml
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,LP/J,LP/J,LP/J,Inbred,male,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,721,749,18.2,159.7043519,77,0.221503955,,,,994,,,https://doi.org/10.1093/jnci/50.5.1195
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,129/J,129/J,129/J,Inbred,male,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,819,882,29.4,216.0449953,54,0.263791203,,,,1078,,,https://doi.org/10.1093/jnci/50.5.1195
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,DBA/2J,DBA/2J,DBA/2J,Inbred,male,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,574,602,25.9,212.0006368,67,0.369339088,,,,875,,,https://doi.org/10.1093/jnci/50.5.1195
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,CBA/J,CBA/J,CBA/J,Inbred,male,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,749,777,27.3,112.5607836,17,0.15028142,,,,875,,,https://doi.org/10.1093/jnci/50.5.1195
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,C57BL/lOScSn,C57BL/lOScSn,C57BL/lOScSn,Inbred,male,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,826,868,28.7,179.2314426,39,0.216987219,,,,1155,,,https://doi.org/10.1093/jnci/50.5.1195
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,LP/J,LP/J,LP/J,Inbred,female,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,693,714,18.9,134.9729973,51,0.19476623,,,,889,,,https://doi.org/10.1093/jnci/50.5.1195
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,129/J,129/J,129/J,Inbred,female,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,728,777,21.7,211.5054373,95,0.290529447,,,,1036,,,https://doi.org/10.1093/jnci/50.5.1195
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,DBA/2J,DBA/2J,DBA/2J,Inbred,female,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,567,595,22.4,159.9679968,51,0.282130506,,,,826,,,https://doi.org/10.1093/jnci/50.5.1195
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,CBA/J,CBA/J,CBA/J,Inbred,female,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,637,658,20.3,116.6146217,33,0.18306848,,,,812,,,https://doi.org/10.1093/jnci/50.5.1195
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,C57BL/lOScSn,C57BL/lOScSn,C57BL/lOScSn,Inbred,female,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,693,728,30.8,182.2152573,35,0.262936879,,,,987,,,https://doi.org/10.1093/jnci/50.5.1195
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,C3H,C3H,C3H,Inbred,male,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,791,784,37.1,199.7896143,29,0.252578526,,,,1099,,,https://doi.org/10.1093/jnci/50.5.1195
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,C3H.K,C3H.K,C3H.K,Inbred,male,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,728,805,35,175,25,0.240384615,,,,917,,,https://doi.org/10.1093/jnci/50.5.1195
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,LP/Jx129/JF1,LP/J,129/J,F1,male,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,854,840,21.7,159.4617823,54,0.186723398,,,,1183,,,https://doi.org/10.1093/jnci/50.5.1195
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,LP/Jx129/JF1,LP/J,129/J,F1,female,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,826,826,17.5,153.5618768,77,0.185910262,,,,1106,,,https://doi.org/10.1093/jnci/50.5.1195
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,LP/JxDBA/2JF1,LP/J,DBA/2J,F1,male,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,847,861,30.8,199.6068135,42,0.235663298,,,,1141,,,https://doi.org/10.1093/jnci/50.5.1195
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,LP/JxDBA/2JF1,LP/J,DBA/2J,F1,female,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,651,665,25.9,169.8376578,43,0.260887339,,,,1064,,,https://doi.org/10.1093/jnci/50.5.1195
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,129/JxDBA/2JF1,129/J,DBA/2J,F1,male,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,945,973,28,191.9583288,47,0.203130507,,,,1302,,,https://doi.org/10.1093/jnci/50.5.1195
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,129/JxDBA/2JF1,129/J,DBA/2J,F1,female,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,833,833,22.4,170.5933176,58,0.204793899,,,,1183,,,https://doi.org/10.1093/jnci/50.5.1195
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,CBA/JxC57BL/10ScSnF1,CBA/J,C57BL/10ScSn,F1,male,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,854,882,18.9,119.5340956,40,0.139969667,,,,1001,,,https://doi.org/10.1093/jnci/50.5.1195
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,CBA/JxC57BL/10ScSnF1,CBA/J,C57BL/10ScSn,F1,female,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,714,728,30.1,162.0934607,29,0.227021654,,,,994,,,https://doi.org/10.1093/jnci/50.5.1195
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,LP/JxC57BL/10ScSnF1,LP/J,C57BL/10ScSn,F1,male,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,875,910,27.3,176.9242211,42,0.20219911,,,,1295,,,https://doi.org/10.1093/jnci/50.5.1195
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,LP/JxC57BL/10ScSnF1,LP/J,C57BL/10ScSn,F1,female,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,861,840,23.8,164.8912369,48,0.191511309,,,,1232,,,https://doi.org/10.1093/jnci/50.5.1195
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,A/JxC57BL/10ScSnF1,A/J,C57BL/10ScSn,F1,male,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,819,812,23.1,149.7051101,42,0.182790122,,,,1064,,,https://doi.org/10.1093/jnci/50.5.1195
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,A/JxC57BL/10ScSnF1,A/J,C57BL/10ScSn,F1,female,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,875,889,18.9,160.371818,72,0.183282078,,,,1302,,,https://doi.org/10.1093/jnci/50.5.1195
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,CBA/JxC3H.KF1,CBA/J,C3H.K,F1,male,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,763,777,25.9,118.6887105,21,0.155555322,,,,931,,,https://doi.org/10.1093/jnci/50.5.1195
,Lifespan and incidence of cancer and other diseases in selected long-lived inbred mice and their F 1 hybrids,University of California School of Meclicine,Smith,Mickey,"G S Smith, R L Walford, M R Mickey",,,1973,Primary,Genetic interventions,Genetic interventions,CBA/JxC3H.KF1,CBA/J,C3H.K,F1,male,weaning,28,Control,,Purina Lab Chow,,,,,4 to 6,,,,,840,854,18.9,113.4,36,0.135,,,,1029,,,https://doi.org/10.1093/jnci/50.5.1195
,Longevity of female mice kept on various dietary regimens during growth,Washington University,Silberberg,Silberberg,"R SILBERBERG, S R JARRETT, M SILBERBERG",,,1962,Primary,Dietary interventions,Dietary interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,female,4-5 weeks,30,Control,,Purina Lab Chow,,,,,group,,,,,670.8,,32.16243257,173.2,29,0.258199165,,,89,987,,https://academic.oup.com/geronj/article-abstract/17/3/239/653231?redirectedFrom=fulltext&login=false,https://doi.org/10.1093/geronj/17.3.239
,Longevity of female mice kept on various dietary regimens during growth,Washington University,Silberberg,Silberberg,"R SILBERBERG, S R JARRETT, M SILBERBERG",,,1962,Primary,Dietary interventions,Dietary interventions,DBA/2J,DBA/2J,DBA/2J,Inbred,female,4-5 weeks,30,Control,,Purina Lab Chow,,,,,group,,,,,630.6,,24.91266412,172.6,48,0.27370758,,,167,966,,https://academic.oup.com/geronj/article-abstract/17/3/239/653231?redirectedFrom=fulltext&login=false,https://doi.org/10.1093/geronj/17.3.239
,Longevity of female mice kept on various dietary regimens during growth,Washington University,Silberberg,Silberberg,"R SILBERBERG, S R JARRETT, M SILBERBERG",,,1962,Primary,Dietary interventions,Dietary interventions,A/J,A/J,A/J,Inbred,female,4-5 weeks,30,Control,,Purina Lab Chow,,,,,group,,,,,522.2,,37.4234304,221.4,35,0.423975488,,,77,845,,https://academic.oup.com/geronj/article-abstract/17/3/239/653231?redirectedFrom=fulltext&login=false,https://doi.org/10.1093/geronj/17.3.239
,Longevity of female mice kept on various dietary regimens during growth,Washington University,Silberberg,Silberberg,"R SILBERBERG, S R JARRETT, M SILBERBERG",,,1962,Primary,Dietary interventions,Dietary interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,female,4-5 weeks,30,High fat 1 month on diet,25% lard,25% lard,,,,,group,,,,,676.6,,33.74612323,233.8,48,0.345551286,,,62,981,,https://academic.oup.com/geronj/article-abstract/17/3/239/653231?redirectedFrom=fulltext&login=false,https://doi.org/10.1093/geronj/17.3.239
,Longevity of female mice kept on various dietary regimens during growth,Washington University,Silberberg,Silberberg,"R SILBERBERG, S R JARRETT, M SILBERBERG",,,1962,Primary,Dietary interventions,Dietary interventions,DBA/2J,DBA/2J,DBA/2J,Inbred,female,4-5 weeks,30,High fat 1 month on diet,25% lard,25% lard,,,,,group,,,,,665.6,,24.92832705,170.9,47,0.256760817,,,344,981,,https://academic.oup.com/geronj/article-abstract/17/3/239/653231?redirectedFrom=fulltext&login=false,https://doi.org/10.1093/geronj/17.3.239
,Longevity of female mice kept on various dietary regimens during growth,Washington University,Silberberg,Silberberg,"R SILBERBERG, S R JARRETT, M SILBERBERG",,,1962,Primary,Dietary interventions,Dietary interventions,A/J,A/J,A/J,Inbred,female,4-5 weeks,30,High fat 1 month on diet,25% lard,25% lard,,,,,group,,,,,546.5,,29.96447897,207.6,48,0.379871912,,,123,961,,https://academic.oup.com/geronj/article-abstract/17/3/239/653231?redirectedFrom=fulltext&login=false,https://doi.org/10.1093/geronj/17.3.239
,Longevity of female mice kept on various dietary regimens during growth,Washington University,Silberberg,Silberberg,"R SILBERBERG, S R JARRETT, M SILBERBERG",,,1962,Primary,Dietary interventions,Dietary interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,female,4-5 weeks,30,High fat 3 months on diet,25% lard,25% lard,,,,,group,,,,,628.5,,35.69468039,247.3,48,0.393476531,,,36,911,,https://academic.oup.com/geronj/article-abstract/17/3/239/653231?redirectedFrom=fulltext&login=false,https://doi.org/10.1093/geronj/17.3.239
,Longevity of female mice kept on various dietary regimens during growth,Washington University,Silberberg,Silberberg,"R SILBERBERG, S R JARRETT, M SILBERBERG",,,1962,Primary,Dietary interventions,Dietary interventions,DBA/2J,DBA/2J,DBA/2J,Inbred,female,4-5 weeks,30,High fat 3 months on diet,25% lard,25% lard,,,,,group,,,,,711.6,,20.65661806,140.1,46,0.19688027,,,426,1030,,https://academic.oup.com/geronj/article-abstract/17/3/239/653231?redirectedFrom=fulltext&login=false,https://doi.org/10.1093/geronj/17.3.239
